gene,AB5075_UT1,AB5075_T1,AB5075_UT2,AB5075_T2,AB5075_UT,AB5075_T3
proS,818,420,808,349,338,1229
nolG,359,4593,6000,7329,10048,14258
nolF,3779,995,1482,1565,1321,5722
ABUW_0677,462,1,1,0,0,0
pilG,286,92,332,217,301,864
pilH,0,145,1128,668,1536,1040
pilI,649,284,445,230,574,819
pilJ,2485,142,332,191,334,642
pilL,1023,580,824,547,1022,1417
ABUW_0683,429,85,455,442,656,1023
ABUW_0684,903,46,220,225,113,446
ABUW_0685,1894,510,5600,1871,907,2002
dapE,2905,791,1753,590,1813,6566
ecnB,655,29,195,184,85,558
ABUW_0688,3184,65,620,671,459,872
ABUW_0689,36906,165,2876,1589,2087,1378
ABUW_0690,321,202,826,433,285,816
ABUW_0691,315,96,602,326,155,519
ABUW_0692,73,133,637,408,297,1122
ABUW_0693,3733,93,956,300,1307,900
ABUW_0694,1325,307,1715,663,542,1883
ABUW_0695,0,126,771,657,268,2177
ABUW_0696,788,990,2189,1887,3707,6493
ABUW_0697,2154,6987,35554,5815,39217,17005
ABUW_0698,0,132,267,192,82,493
ABUW_0699,908,64,106,150,32,502
ABUW_0700,176,2,7,17,2,11
ABUW_0701,492,972,2788,1858,3546,3326
ABUW_0702,36,325,1493,746,1111,1441
ABUW_0703,845,1,0,0,0,12
agcS,3414,170,1078,556,311,954
ABUW_0705,680,365,1874,1120,470,1675
ilvA2,5010,271,683,648,257,1403
ABUW_0707,3071,224,145,212,28,495
ABUW_0708,10333,15,286,151,129,427
ABUW_0709,1021,4,30,29,18,59
ABUW_0710,826,271,1047,638,417,1407
ABUW_0711,976,1394,4320,1606,936,2505
gatB,4667,126,517,271,140,568
gatA,738,1188,3588,2513,4241,4414
gatC,2186,519,2680,2116,2194,5524
mreB,9,2630,12020,5544,3530,5827
mreC,953,116,1297,675,827,3161
mreD,2623,524,2614,2157,3105,1383
maf1,161,312,3203,2312,1440,1005
cafA,81,6054,19191,8602,4656,11880
ABUW_0720,453,149,779,679,467,709
wax-dgaT,601,1022,1046,908,723,1499
cysH,418,11,18,16,28,164
thrH,67,514,2300,2716,2928,2560
ABUW_0724,30,1086,4223,5777,2512,4062
ABUW_0725,69,55,134,50,37,192
ABUW_0726,288,20,164,96,30,407
ABUW_0727,1390,73,182,130,66,227
ABUW_0728,3646,35,531,398,796,776
uppP,2766,61,950,321,387,551
ABUW_0730,3433,51,46,54,46,79
ABUW_0731,2681,15,38,124,31,242
hchA,2181,768,51,165,252,1894
ABUW_0733,655,299,309,1009,779,3540
ABUW_0734,1071,640,649,573,541,1319
ABUW_0735,10,563,2947,2096,854,4309
ABUW_0736,571,946,3071,2856,1584,2186
ABUW_0737,247,1714,5986,6178,1790,2553
ABUW_0738,241,2130,13896,7693,8562,24587
ABUW_0739,118,932,14176,6955,8901,12444
ABUW_0740,428,353,9527,3493,15462,6681
ABUW_0741,270,164,14701,3690,9039,4465
ABUW_0742,84,62,213,160,162,786
ABUW_0743,518,375,578,867,808,1368
ABUW_0744,1240,26,231,355,71,392
ABUW_0745,11946,23,72,135,169,576
ABUW_0746,2751,4,45,59,38,119
ABUW_0747,2674,103,148,168,134,690
ABUW_0748,5244,24,103,106,54,396
ABUW_0749,6259,15,58,59,11,107
ABUWs013,1029,130,239,254,79,928
ABUW_0750,81,380,422,370,374,1616
ABUW_0751,948,2805,15938,11801,8213,33456
ABUW_0752,84,1181,2685,2031,2229,3682
ABUW_0753,81,841,2767,2094,764,4471
ABUW_0754,209,2439,4337,1994,5097,4859
ABUW_0755,6766,764,5438,2620,2799,3808
ABUW_0756,3,42,387,226,164,373
ABUW_0757,13924,119,633,320,74,322
ABUW_0758,0,422,12160,5056,7792,3952
ABUW_0759,307,0,0,0,0,0
ABUW_0760,551,1282,1962,1642,2631,6331
ABUW_0761,28,0,0,1,0,9
ABUW_0762,7111,16,127,70,135,785
ABUW_0763,41829,47,240,140,63,732
ABUW_0764,26830,14,77,78,80,242
ABUWs014,1,1553,6438,2701,6677,5184
ABUW_0765,246,5075,25626,7486,8130,13072
ABUW_0766,58,1155,7948,3110,1138,7540
ABUW_0767,83,0,0,0,1,4
ABUW_0768,137,9,21,18,45,69
ABUW_0769,454,8,5,10,5,45
ABUW_0770,1168,9,12,19,6,47
ABUW_0771,30,15,31,41,19,124
ABUW_0772,245,28,363,242,180,513
ABUW_0773,779,351,1111,771,1061,1453
ABUW_0774,1431,4,26,22,1,101
ABUW_0775,3454,69,410,483,138,903
ABUW_0776,256,56,1239,641,1097,842
ABUW_0777,365,389,1630,816,2516,2747
ABUW_0778,411,979,3682,2697,6045,6849
ABUW_0779,709,9,178,147,193,370
ABUW_0780,1341,114,153,167,236,423
ABUW_0781,1964,93,1030,582,404,1306
ABUW_0782,76,113,983,646,536,1497
ABUW_0783,48,290,1338,913,3427,717
ABUW_0784,13754,614,1166,935,849,2339
ABUW_0785,8322,26,38,36,31,163
ABUW_0786,1,39,67,48,37,137
ABUW_0787,866,12420,33802,32211,21098,12280
ABUW_0788,0,6621,8548,5519,11589,15482
ABUW_0789,2093,4,2,2,0,0
ABUW_0790,235,884,517,408,989,2240
ABUW_0791,98,0,0,0,0,0
ABUW_0792,4327,9,34,45,24,74
ABUW_0793,7498,169,824,356,131,705
ABUW_0794,19,68,248,89,23,182
ABUW_0795,3706,893,5040,3712,8757,3449
ABUW_0796,1530,5607,7482,6842,11085,12280
ABUW_0797,914,1205,2109,1479,2708,2977
ABUW_0798,1344,1339,712,483,879,2360
ABUW_0799,10869,106,511,372,297,1057
ABUW_0800,181,134,972,925,193,1485
ABUW_0801,426,3650,5127,2140,6979,4425
ABUWs015,2814,710,2516,2144,2085,1860
ABUW_0802,5714,5683,5346,5680,11710,5516
ABUW_0803,4937,2781,4998,7363,5324,5681
ABUW_0804,0,991,7704,6029,23370,3839
ABUW_0805,6376,280,5130,1933,4219,2557
ABUW_0806,2354,4438,5520,2951,13964,5789
ABUW_0807,10440,1883,3354,1317,8186,8218
ABUW_0808,0,3737,6172,3845,9296,18860
ABUW_0809,6,965,1597,1617,1786,4182
ABUW_0810,15,732,1407,1691,1429,4320
ABUW_0811,4471,5406,2303,3455,4717,12392
ABUW_0812,12323,12034,37245,30724,74757,50752
ABUW_0813,3994,77,666,532,111,749
ABUW_0814,3638,3698,2167,1670,7353,7000
ABUW_0815,7101,709,1971,1383,1196,2485
ABUW_0816,27961,1352,8507,5623,5389,10001
aroP2,567,406,1150,864,764,1819
prpF,2690,113851,65942,35835,310474,235532
ispA,1605,0,5,6,0,9
ABUW_0820,9061,111,143,372,111,1174
ABUW_0821,1335,101,111,202,320,441
ABUW_0822,123117,959,474,1525,465,4562
ABUW_0823,16,0,1,0,0,2
ABUW_0824,42,108,66,70,29,149
ABUW_0825,187,64,149,170,85,302
ABUW_0826,634,1204036,368756,449215,1809234,230093
pmrC,1,35,48,143,31,64
qseB,55,5,63,26,70,86
qseC,251,3,7,4,3,12
ABUW_0830,89967,178,1276,999,770,867
ABUW_0831,207,10730,5785,6117,41537,10180
ABUW_0832,78,41,168,246,63,349
ABUW_0833,1,168,142,203,73,582
ABUW_0834,163,17,151,115,180,431
ABUW_0835,16826,120,253,210,346,767
valS,491,21,607,527,195,447
ABUW_0837,300,13,121,75,60,213
ABUW_0838,174,501,4200,2559,951,1500
ABUW_0839,125,206,620,366,743,1097
ABUW_0840,222,20,223,83,66,191
ABUW_0841,253,49,1478,510,388,822
adeK,1391,214,1453,749,2975,1137
adeJ,877,3,96,63,98,117
adeI,206,618,841,641,1791,1477
ABUW_0845,420,126,2204,530,2707,1693
ABUW_0846,1774,66,898,514,140,559
ispB,143,2276,3605,2668,1477,4545
rplU,1367,7,5,3,4,39
rpmA,1834,67,648,671,365,670
lolA,649,4,9,5,48,24
ABUW_0851,4823,82,627,505,257,336
serS,2,53,250,240,204,307
cobA,128,799,468,390,958,1353
ABUW_0854,0,336,175,117,518,986
ABUW_0855,0,101,274,265,207,824
ABUW_0856,0,29,41,94,32,395
ABUW_0857,0,172,274,343,122,1239
ABUW_0858,0,63,216,314,52,1091
ABUW_0859,0,135,311,399,207,903
lipB,0,289,509,688,277,974
ABUW_0861,57,27,71,58,159,22
rpoD,0,35,82,99,40,14
ABUW_0863,3,21,38,45,26,7
ABUW_0864,19,4,30,26,6,1
ABUW_0865,182,11,60,61,36,17
ABUW_0866,55,30,33,37,6,4
gltA,1283,375,438,532,147,206
sdhC,575,55,87,85,29,53
sdhD,955,39,16,42,6,50
sdhA,92309,512,416,517,224,482
sdhB,160,44,73,75,13,85
sucA,11203,14,15,8,10,9
sucB,15549,0,4,8,0,10
lpdA1,15271,276,1454,1248,381,1804
sucC,5515,87,1007,296,616,474
sucD,14482,954,79,79,462,702
ABUW_0877,0,49798,147987,57474,43961,13460
ABUW_0878,0,27,158,144,171,1059
ABUW_0879,0,5157,9585,7887,6633,9690
ABUW_0880,1417,1211,11331,7474,7694,12588
ABUWs016,2470,8909,6012,4171,6742,23725
trpS,21,1134,1891,1816,2158,4978
ABUW_0882,2,1549,5269,5066,2597,11992
ABUW_0883,2607,0,1,2,1,9
ABUW_0884,915,0,4,0,0,0
ABUW_0885,2867,3,8,6,3,22
ABUW_0886,6985,267,1816,1070,1516,1070
ABUW_0887,725,5235,990,586,3485,3699
ABUW_0888,5,0,16,7,10,0
ABUW_0889,201,238,1139,947,397,888
ABUW_0890,566,120,584,526,609,844
cat,1412,292,1374,1266,498,1767
greA,2014,1392,4330,2143,4683,5666
carB,4,23,505,330,210,623
carA,199,34,178,109,58,109
ABUWs017,11927,85,445,560,56,896
ABUW_0895,5013,578,1124,1075,845,1700
ABUW_0896,913,1260,1756,1969,1578,2946
ABUW_0897,12713,6,3,6,13,65
rrmJ,2465,13,215,67,39,256
ftsH,92,738,7298,2409,4287,7998
folP,2555,421,3232,1859,1099,5015
ABUW_0901,1463,195,685,495,126,1656
ABUW_0902,1387,770,4168,2743,1439,8151
ABUW_0903,13995,260,3610,1410,6147,1555
ABUW_0904,3101,22,303,192,480,359
ABUW_0905,965,4587,2960,1854,6428,4849
ABUW_0906,666,190,1199,533,3405,417
folD,85,621,1397,479,3909,1136
prmA2,395,1728,16106,18275,15484,16532
ABUW_0909,394,255,1382,1051,1539,1526
kgtP,779,52,336,248,274,557
glpK,4038,40,310,146,180,265
glpD,1290,3,40,20,66,66
pckG,521,70,172,242,110,612
ABUW_0914,7353,167,88,113,152,674
ABUW_0915,298,307,219,388,119,1499
ABUW_0916,3259,1270,996,1219,822,4226
groS,3144,4697,341,366,180,1354
groL,5377,63,369,388,145,685
dgkA,17501,3109,4208,2413,2560,6939
ABUW_0920,34156,35,162,105,94,161
ABUW_0921,1468,927,2282,822,3679,4460
ABUW_0922,435,450,2406,1207,3454,1369
ABUW_0923,288,1716,3501,784,6259,1850
htpX,11216,2614,15676,7326,17391,14297
ABUW_0925,376,9904,20538,12815,35946,44660
ABUW_0926,545,3271,559,324,2552,7595
ABUW_0927,631,332,1085,773,1196,2039
ABUW_0928,3316,157,63,56,215,185
greB,3516,55,31,34,290,138
ABUW_0930,6837,1246,15180,6722,8999,7656
ABUW_0931,268,55,364,198,226,571
ABUW_0932,7727,165,360,190,655,1218
ABUW_0933,2847,17,439,246,268,550
ABUW_0934,1444,509,1681,1007,1052,2249
ABUW_0935,110,2095,1177,1434,1401,4864
ABUW_0936,7852,4551,8366,2824,8692,9679
ABUW_0937,21,94,278,154,183,377
ABUWs018,2,3635,6450,2747,10063,8952
ABUW_0938,6,945,3383,1913,4125,2299
ABUW_0939,5,161,1288,521,908,850
ABUW_0940,23,6,98,60,71,80
ABUW_0941,124,2165,18167,17349,337459,6718
ABUW_0942,652,1,34,22,1,41
ABUW_0943,2157,1,6,3,30,3
ABUW_0944,5107,1,5,2,4,3
fdhD,35,7,6,7,2,35
ABUW_0946,286,22,25,37,9,63
pdxB,480,28132,3587,2735,10133,22791
ABUW_0948,771,56,486,131,126,200
ABUW_0949,642,615,1835,648,1447,4502
radA,1558,4102,4392,2042,6041,9860
cycA3,7,2,18,19,3,31
ABUW_0952,16,34,165,116,99,487
lysA,13,39,168,90,113,455
dapF,3,203,117,141,144,1344
ABUW_0955,45,127,123,160,164,1700
ABUW_0956,2011,407,272,667,442,3914
xerC,10544,2,8,4,13,14
etfB,7824,1,13,3,2,18
etfA,19,2,16,9,5,18
gyrA,6593,2,23,6,11,24
ABUW_0961,2150,40,39,27,28,61
ABUW_0962,1483,280,1252,552,552,1387
ABUW_0963,252,13189,120637,70455,152067,43272
ABUW_0964,581,666,7371,4248,4696,3064
ABUW_0965,1592,8,9,4,6,18
ABUW_0966,2497,2,7,9,1,25
ABUW_0967,701,456,3995,1719,912,3520
ABUW_0968,1178,227,3767,1512,3086,2433
serC,1338,114,2414,1267,1374,968
ABUW_0970,3463,29,509,321,124,233
ABUW_0971,3866,30,652,319,149,440
ABUW_0972,439,117,1516,762,973,1450
ABUW_0973,419,424,2412,1660,2276,3179
lolC,8823,66,588,404,161,862
lolD,2547,659,844,711,729,2282
comA,4543,715,1000,825,538,2668
ABUW_0977,1496,350,2799,1388,1146,2759
sppA,208,370,1736,1130,481,2852
ABUW_0979,2398,149,148,92,108,595
purN,2283,60,241,159,251,328
purM,1125,744,6604,4724,3215,5298
ABUW_0982,1418,333,2940,1928,770,2979
hda,1028,317,4373,2764,1776,5178
ABUW_0984,0,1061,732,619,779,2659
ABUW_0985,0,24,117,117,44,266
ABUW_0986,209,744,1015,1055,706,4642
ABUW_0987,698,3145,1360,1325,1796,3382
ABUW_0988,952,101,425,538,144,1499
ABUW_0989,307,134,752,712,343,1961
fbp1,413,285,1676,911,1804,2423
ABUW_0991,4,0,0,0,13,10
pal,0,0,0,0,0,0
tolB,11,25,101,66,60,223
tolA,25,332,2436,1926,1599,620
tolR,6,93,681,375,244,555
tolQ,15,148,703,293,68,580
ybgC,5,84,1224,569,209,1291
ABUW_0998,0,33,163,116,460,92
ruvB,518,0,0,0,0,2
ruvA,105,8,3,5,3,21
dgt,114,11,15,25,10,42
purL,27,6,8,11,3,17
ABUW_1003,335,21,17,17,7,30
ABUW_1004,432,0,74,58,85,253
ABUW_1005,48,13,5,13,1,33
ABUW_1006,666,223,94,82,23,198
ABUW_1007,2551,9,90,105,34,286
ABUW_1008,1353,20,38,30,71,100
bcp,5263,82,143,40,34,81
ABUW_1010,38,13,108,54,50,88
ABUW_1011,290,77,554,250,214,208
ABUW_1012,200,138,450,368,368,1817
ABUW_1013,1461,33,42,50,87,59
dapD,127,201,461,547,249,1051
carO,1475,2136,1038,1057,703,3236
cbl,0,476,494,705,214,1394
cysA,102914,1319,2844,2700,3374,4553
cysW,214,1990,1102,8132,2063,10610
cysT,1445,6738,4329,43040,7383,52098
ABUW_1020,5194,14581,4087,39543,27689,73816
cysP,898,51,794,433,571,1589
pabC,15414,74,118,169,84,1058
ABUW_1023,28086,16,46,34,23,82
tmk,102773,0,0,0,0,0
ABUW_1025,62513,32754,49573,25131,54778,66015
nadB,0,45,99,56,71,144
degP,4872,86,1943,1001,128,1557
ABUW_1028,7,560,4988,3119,2995,8151
lepA,3926,111,278,618,103,1448
lepB,137,2527,3061,2910,622,5495
ABUW_1031,391,11254,7576,8673,3631,18771
rnc,112,208703,28498,33289,41504,228773
era,62,22604,19525,23667,15713,45162
ABUW_1034,199,0,0,0,0,13
recO,596,967,3440,2808,4618,4413
pdxJ,757,1077,4387,4324,3842,5848
ABUW_1037,744,151,58,146,473,1148
ABUW_1038,421,138,130,410,305,1783
ABUW_1039,1158,27,35,160,77,1014
ABUW_1040,1466,11,33,112,20,262
ABUW_1041,291,59,64,248,176,1463
ABUW_1042,2119,977,165,686,566,10304
aspC,847,411,158,674,306,3274
ABUW_1044,26,1273,94,607,327,3739
ABUW_1045,61,288,64,381,116,2624
ABUW_1046,3980,2142,293,1101,521,6988
uvrB,1,772,460,1129,906,6578
ABUW_1048,1411,31,156,555,135,1599
rarD,5599,130,631,2046,711,9562
gap,8965,251,308,854,462,3842
ABUW_1051,93137,3,3,1,7,5
ABUW_1052,32,52,655,769,403,307
ABUW_1053,659,536,2535,1451,2069,5432
proB,476,0,1,0,2,3
ABUW_1055,1071,451,675,440,442,1288
ABUW_1056,48,1365,18367,9337,13094,4167
dusB,17001,3186,17734,8702,12470,6958
ABUW_1058,754,17385,94050,40424,37768,36983
ABUW_1059,5,4,86,80,20,62
ABUW_1060,833,310,870,272,606,571
wecB,1567,81,530,195,84,242
ABUW_1062,31389,823,622,384,1282,1197
ABUW_1063,19876,2059,13663,5949,7127,14004
ABUW_1064,39780,537,1361,818,437,1330
ABUW_1065,33678,23,76,41,57,477
ABUW_1066,323,98,587,275,163,971
phrB,701,100,1653,582,191,703
slyD,959,19407,21179,19526,16802,32239
ndh,320,37870,13816,13244,19755,35627
ABUW_1070,421,38087,19198,20736,17457,57528
ABUW_1071,1051,8686,19052,24452,9178,30376
idh,10275,109,156,121,267,332
ABUW_1073,464,46,70,124,39,424
icd,1739,61,88,149,46,679
ABUW_1075,3295,23,28,55,17,537
ABUW_1076,4233,329,46,77,30,935
ABUW_1077,135,2522,1315,1503,5467,2703
ABUW_1078,4990,1968,9232,8360,7813,8948
ABUW_1079,381,40,274,114,178,244
ABUW_1080,1038,174,723,940,1240,3559
ABUW_1081,819,86,1713,749,930,759
ABUW_1082,2385,1093,6872,6379,11610,6114
ABUW_1083,11016,197,212,355,197,509
ABUW_1084,2839,506,3774,2906,3268,8680
ABUW_1085,3687,2,360,155,376,181
ABUW_1086,1675,61,1093,492,579,543
cas,4,173,1208,694,743,714
ABUW_1088,2026,191,2570,1078,1947,2662
csy1,1077,2003,4386,2100,4192,7873
ABUW_1090,686,1904,3008,1556,4164,7349
ABUW_1091,109,433,2771,1542,2556,5760
csy4,68,993,1479,870,334,2586
ABUW_1093,393,705,2667,1272,1143,2414
ABUW_1094,313,81,967,415,771,638
ABUW_1095,426,77,483,325,700,1254
ABUW_1096,6350,5,78,52,6,141
thiE,4,4,58,47,14,129
hemL,3253,104,222,145,341,815
ABUW_1099,325,136,311,185,126,521
rluA,1363,18,319,167,55,340
hepA,186,777,3765,2839,3713,10743
ABUW_1102,168,0,1,0,0,1
ABUW_1103,136,604,1390,1076,1159,3822
ABUW_1104,120,2,72,25,90,88
ABUW_1105,43,184,73,89,117,895
ABUW_1106,42,23,19,30,8,54
ABUW_1107,0,12,35,30,6,61
ABUW_1108,1390,62,28,24,44,96
dat,1100,15,41,49,21,132
ddc,2846,7,6,21,2,82
ABUW_1111,498,29,12,18,3,40
ABUW_1112,427,0,0,0,0,0
ABUW_1113,451,399,762,362,768,1166
aroP3,3079,276,412,408,159,2021
ABUW_1115,3565,958,897,1400,482,5484
pstC,5780,26,163,101,128,413
pstA,0,74,312,196,188,737
pstB,1750,47,1227,496,203,738
ABUW_1119,2807,208,3325,1889,2421,1740
ABUW_1120,25190,409,2675,1731,1873,5051
ABUW_1121,12404,502,9900,3285,5305,2871
purB,2704,0,0,0,0,0
ABUW_1123,1786,235,1890,1677,1303,1429
trmU,1804,617,2911,2894,1412,4284
ABUW_1125,2,31563,12365,12569,27507,48765
ABUW_1126,1804,1573,6272,7609,5616,18687
dacC,0,457,1906,1232,1613,2353
ABUW_1128,16,275,1464,747,427,1375
ABUW_1129,19,256,1299,780,159,1244
surE,465,0,0,1,1,3
nlpD,226,38,6111,603,4799,1500
ABUW_1132,7,0,0,0,0,0
ABUW_1133,79,8,16,32,24,39
ABUW_1134,11,23,97,68,67,130
gloA,259,31,1512,381,6039,3104
ABUW_1136,1,54,924,178,1599,894
rpmE1,545,7,315,195,138,234
ABUW_1138,0,17,4,1,116,410
ABUW_1139,45,90,546,347,207,410
ABUW_1140,171,518,417,2352,940,10281
efp,21,5,0,0,17,37
cstA,272,5,24,48,11,32
ABUW_1143,116,5,61,62,83,44
ABUW_1144,163,1,40,83,43,42
ABUW_1145,3308,10,57,98,152,66
ABUW_1146,6934,268,482,517,273,240
ABUW_1147,13816,884,859,788,951,477
ABUW_1148,520,2448,1895,1477,2782,1753
ABUW_1149,160,34,104,159,21,368
ABUW_1150,211,67,822,293,321,225
ABUW_1151,0,11,27,54,5,163
ABUW_1152,9,0,0,0,0,2
ABUW_1153,7,69,229,468,288,2122
ABUW_1154,397,194,147,250,980,2862
ABUW_1155,982,47,392,256,348,299
ABUW_1156,4451,192,2996,2289,1285,1471
ABUW_1157,5640,1136,3147,1414,2967,2668
ABUW_1158,13883,2362,3996,4155,2609,9277
ABUW_1159,3251,6830,5598,5371,9404,28767
ABUW_1160,8279,3320,2108,2226,4581,9257
ABUW_1161,996,1235,2568,3730,2137,11566
ABUW_1162,2202,391,332,696,217,2552
ABUWs019,4380,364,836,1867,535,4732
ABUW_1163,17415,1660,2004,3205,1068,8366
ABUW_1164,35399,2726,17444,13455,4494,26287
ABUW_1165,940,46577,26091,16294,42124,100809
ABUW_1166,3558,87,1118,482,426,770
ABUW_1167,6217,1682,4882,2493,3509,5342
bauF,237,4080,6133,2578,7300,9864
basA,2096,157,1242,509,346,1843
basB,5731,137,1884,841,499,1842
ABUW_1171,3796,1342,4699,1859,5613,5023
ABUW_1172,489,1230,1142,1766,1283,11237
bauD,0,54,540,241,161,412
bauC,229,0,0,2,0,0
bauE,1626,0,0,0,0,0
bauB,429,225,151,173,54,849
bauA,247,151,670,567,558,2349
basC,314,111,66,252,214,1084
basD,427,135,50,212,271,1973
basE,304,196,35,195,217,2320
basF,1175,574,57,275,652,4400
basG,303,131,56,296,161,2105
ABUW_1183,214,2442,165,726,1162,14889
ABUW_1184,157,342,43,177,284,2176
ABUW_1185,1172,56,66,193,157,1302
basH,4668,22,137,159,89,682
basI,4976,64,1427,836,2389,1260
basJ,1475,290,4267,2356,2048,2458
ABUW_1189,1421,850,2900,1023,1047,2528
hemE,4042,284,876,310,322,906
ABUW_1191,340,359,1413,661,1309,1300
ABUW_1192,4601,1099,2487,1564,2308,4564
ABUW_1193,659,565,798,1641,273,4482
ampC,2046,7357,15970,12593,8586,4608
folE,2402,53,325,195,135,522
xdhA,2349,209,801,387,837,2136
xdhB,1006,279,1025,619,624,3079
xdhC,3782,653,848,744,781,4473
ABUW_1199,1235,321,338,333,256,1981
trpC,1132,415,799,1052,967,6203
trpD,1015,72,910,513,653,1101
ABUW_1202,12896,59,795,417,347,855
ABUW_1203,1475,130,751,440,542,1234
trpG,6268,1294,5002,4231,2559,5119
ABUW_1205,3479,245,1034,809,747,2255
ABUW_1206,1842,516,4584,3045,2759,8234
glnA,3984,867,3850,2146,2199,1824
ubiC,4171,511,1389,785,622,1926
ubiA,3544,658,2422,1448,1843,5402
ABUW_1210,0,413,1910,1279,851,4659
ABUW_1211,1840,1045,1552,1131,1242,3841
ABUW_1212,455,466,1286,2390,637,3613
ABUW_1213,2631,248,333,313,424,827
ABUW_1214,853,522,1774,1978,760,3937
ABUW_1215,401,321,354,517,256,1154
sodB,4988,259,277,306,90,634
ABUW_1217,1743,827,2732,1949,1176,3202
algW,278,105,860,542,1161,3314
cca,645,74,151,103,31,461
ABUW_1220,2395,172,261,204,379,1246
ABUW_1221,925,853,1268,1087,1988,4294
ABUW_1222,830,285,917,780,451,1682
metF,819,68,314,228,257,642
ahcY,18317,97,238,182,294,923
ABUW_1225,18633,6255,9574,7149,19067,50914
ABUW_1226,31,14147,8480,8580,22114,61207
ABUW_1227,30,41,22,43,14,247
lipA1,67,11,34,38,11,167
sthA,3959,43,24,31,13,109
ABUW_1230,2225,1525,1794,1286,1700,9905
ABUW_1231,1651,1270,817,835,1571,8593
ABUW_1232,1366,210,1598,1056,1301,2775
ABUW_1233,6055,3726,1220,772,2201,5545
map1,3256,1066,4200,3914,2343,9912
rpsB,0,1445,2975,3405,1117,6499
tsf,8422,1,1,0,0,5
ABUW_1237,6,2175,6284,3651,5914,22511
ABUW_1238,10870,2,32,15,6,97
ABUW_1239,2447,1842,8735,4290,11090,10519
ABUW_1240,2996,1039,1566,864,1447,3013
ABUW_1241,988,367,2207,1386,1681,3416
rlpA,1015,132,442,603,237,1779
mltB,2769,93,293,432,269,1620
mrdB,5929,541,1582,1220,1513,5174
ABUW_1245,5816,529,2199,1530,1661,7454
queF,1,3212,3803,2786,2558,11534
ABUW_1247,1640,1167,2639,2748,3219,2818
ABUW_1248,2900,813,5097,3881,7244,5399
ABUW_1249,644,163,1034,794,1239,1118
ABUW_1250,910,193,1465,1146,1596,1679
ABUW_1251,8320,4748,10788,7967,8326,16384
ABUW_1252,455,74,489,302,297,872
ABUW_1253,1077,1130,918,554,1121,1369
ABUW_1254,3327,2746,3077,1626,2961,2693
ABUW_1255,8689,1256,5381,4394,5368,11388
ABUW_1256,17564,4636,5834,3380,9868,15425
ABUW_1257,0,2780,9762,7626,8918,12184
ABUW_1258,9095,1094,4031,3584,4387,6461
ABUW_1259,7578,290,597,576,302,1147
ABUW_1260,1145,153,362,683,102,1680
ABUW_1261,1269,406,371,692,288,1754
ABUW_1262,1782,2026,213,415,359,1026
ABUW_1263,1084,752,1310,1379,1448,2940
ABUWs020,2564,263,598,585,888,1732
ABUW_1264,1119,1280,986,801,344,1911
ABUW_1265,1182,114,1045,490,637,960
ABUW_1266,1026,4476,20898,8786,69586,8448
ABUW_1267,19767,4405,27126,14976,44063,39759
ABUWs021,42310,23,4237,1512,881,478
ABUW_1268,725,250,654,361,831,1717
ABUW_1269,1674,604,3957,1347,5145,3663
ABUW_1270,9296,2017,1432,722,1932,3432
ABUW_1271,3626,14,100,74,28,150
ABUW_1272,235,349,1291,1007,559,2572
ABUW_1273,2636,221,472,330,206,1882
ABUW_1274,1196,111,428,300,430,1350
ABUW_1275,809,389,1445,883,755,3249
ABUW_1276,1604,790,748,779,488,3237
ABUW_1277,1314,71,107,146,65,655
ABUW_1278,240,13011,2600,1761,6684,12491
ABUW_1279,9343,1197,1740,1186,1653,4666
ABUW_1280,5123,8922,3357,3529,13942,957
ABUW_1281,13565,96,179,167,178,346
ABUW_1282,223,76,325,342,412,1114
ABUW_1283,2567,18,125,154,91,285
ABUW_1284,980,186,1434,674,1696,1417
ABUWs022,1517,150,222,171,241,927
ABUW_1285,678,58,285,209,196,813
ABUW_1286,931,623,5802,2568,5526,5061
ABUW_1287,6018,1899,19397,9028,27834,22770
ABUW_1288,22632,2,16,24,7,22
ABUW_1289,110,1,2,3,1,7
ABUW_1290,5,0,0,4,1,7
ABUW_1291,6,7,17,28,5,58
ABUW_1292,1,1,0,2,1,9
ABUW_1293,21,11,6,27,3,47
ABUW_1294,2,0,2,11,1,0
ABUW_1295,1,1,0,4,0,6
ABUW_1296,0,0,5,6,6,15
ABUW_1297,3,10,2,13,4,63
ABUW_1298,2,3,4,22,1,68
ABUW_1299,4,0,0,0,0,0
ABUW_1300,116,0,0,0,0,2
ABUW_1301,3,0,7,3,6,22
ABUW_1302,2245,39,36,25,56,527
ABUW_1303,65,10,24,49,8,133
ABUW_1304,41,4,110,89,16,61
ABUW_1305,206,1,2,3,21,88
ABUW_1306,180,9,3,2,1,36
ABUW_1307,4,56,72,92,147,399
ABUW_1308,54,13,11,17,29,159
ABUW_1309,1370,643,1340,955,1356,2709
ABUW_1310,897,0,5,17,4,44
ABUWs023,157,2,3,9,1,25
ABUW_1311,1089,40,177,189,118,403
ABUW_1312,895,123,272,205,64,354
ABUW_1313,983,20,0,2,15,96
ABUW_1314,1879,11,7,32,32,149
ABUW_1315,1016,250,2132,1655,628,1847
ABUW_1316,0,70,607,538,91,750
ABUW_1317,3874,4,164,82,71,516
ABUW_1318,7401,1129,344,356,305,2542
ABUW_1319,668,306,411,293,326,1386
ABUW_1320,123,175,199,251,130,1317
ABUW_1321,119,281,1140,772,671,1750
ABUW_1322,0,713,1128,819,930,1951
